pl_name,ra,dec,sy_dist
Kepler-591 b,286.024052,48.431729,785.137
Kepler-592 b,285.7907395,48.6832431,1153.13
Kepler-593 b,294.9513923,48.6511709,973.76
Kepler-594 b,288.9217259,49.7620237,769.2
Kepler-595 b,294.5703593,50.6730147,643.009
Kepler-595 c,294.5703593,50.6730147,643.009
Kepler-596 b,289.5006797,51.6857106,1023.85
Kepler-597 b,293.4700919,39.2528182,663.418
Kepler-598 b,293.1234493,40.9348005,681.086
Kepler-598 c,293.1234493,40.9348005,681.086
Kepler-599 b,285.9115968,41.0695091,558.517
Kepler-6 b,296.8372475,48.2399695,587.039
Kepler-60 b,288.9612535,42.2650472,1025.1
Kepler-60 c,288.9612535,42.2650472,1025.1
Kepler-60 d,288.9612535,42.2650472,1025.1
Kepler-600 b,283.8330588,41.9786358,619.723
Kepler-601 b,282.0046852,42.1764657,414.825
Kepler-602 b,296.0318985,42.1418634,1159.31
Kepler-603 b,294.2809679,42.2909295,1539.63
Kepler-603 c,294.2809679,42.2909295,1539.63
Kepler-603 d,294.2809679,42.2909295,1539.63
Kepler-604 b,292.3159795,42.6262429,1026.49
Kepler-605 b,287.2954015,43.2798677,556.58
Kepler-605 c,287.2954015,43.2798677,556.58
Kepler-606 b,292.42737,44.3812406,1215.11
Kepler-607 b,291.0571451,44.632306,519.122
Kepler-607 c,291.0571451,44.632306,519.122
Kepler-608 b,293.882901,44.6380717,946.683
Kepler-609 b,292.2203009,44.6999902,1065.82
Kepler-61 b,295.3044942,42.4753193,335.079
Kepler-610 b,293.1713241,45.0655934,845.824
Kepler-610 c,293.1713241,45.0655934,845.824
Kepler-611 b,286.0049121,45.4803043,1395.56
Kepler-612 b,291.3546278,45.7478551,1445.53
Kepler-613 b,282.7868415,46.2449846,861.494
Kepler-614 b,298.3848866,46.2759867,527.995
Kepler-615 b,282.4506927,46.3213671,
Kepler-616 b,294.989137,46.8383058,945.775
Kepler-616 c,294.989137,46.8383058,945.775
Kepler-616 d,294.989137,46.8383058,945.775
Kepler-617 b,283.7407247,47.5161237,173.354
Kepler-618 b,286.2498525,48.0609256,1221.96
Kepler-619 b,290.8490899,48.4159782,900.678
Kepler-619 c,290.8490899,48.4159782,900.678
Kepler-619 d,290.8490899,48.4159782,900.678
Kepler-62 b,283.2125621,45.3496992,300.874
Kepler-62 c,283.2125621,45.3496992,300.874
Kepler-62 d,283.2125621,45.3496992,300.874
Kepler-62 e,283.2125621,45.3496992,300.874
Kepler-62 f,283.2125621,45.3496992,300.874
Kepler-620 b,291.1593939,51.3348228,1355.28
Kepler-621 b,290.927245,39.9141166,
Kepler-622 b,284.4784454,40.9331723,284.761
Kepler-623 b,296.9867284,47.4773531,737.702
Kepler-624 b,295.1933631,39.5396946,748.188
Kepler-625 b,292.1504723,39.6375254,760.708
Kepler-625 c,292.1504723,39.6375254,760.708
Kepler-626 b,288.6986828,39.7082044,635.643
Kepler-627 b,292.1042198,39.7678585,984.307
Kepler-629 b,289.4179128,39.9450757,372.05
Kepler-63 b,289.2262876,49.5482814,194.033
Kepler-630 b,293.4270647,39.9423967,839.784
Kepler-631 b,296.885724,40.2281717,761.966
Kepler-632 b,297.252613,40.288605,
Kepler-633 b,295.2173259,40.5921599,680.54
Kepler-633 c,295.2173259,40.5921599,680.54
Kepler-634 b,291.19509,40.7027352,888.027
Kepler-635 b,289.7732613,40.8007019,1141.08
Kepler-636 b,293.5920614,41.0950891,310.301
Kepler-637 b,292.4172566,41.4168384,786.091
Kepler-638 b,284.9194213,41.6172093,991.214
Kepler-639 b,292.1868271,41.726944,850.242
Kepler-640 b,296.0322,42.1317392,557.787
Kepler-641 b,291.8235292,42.5161945,969.918
Kepler-642 b,293.8345542,42.624948,781.582
Kepler-643 b,290.3272423,42.8982283,1063.58
Kepler-644 b,295.4757022,43.4931119,1318.05
Kepler-645 b,290.3227098,44.0358625,1173.57
Kepler-646 b,290.4714596,44.3870422,451.794
Kepler-647 b,284.7882977,44.5916225,1087.87
Kepler-647 c,284.7882977,44.5916225,1087.87
Kepler-648 b,283.8996207,45.0169137,636.03
Kepler-649 b,285.6558336,45.0794516,513.748
Kepler-65 b,288.6887221,41.1511076,303.728
Kepler-65 c,288.6887221,41.1511076,303.728
Kepler-65 d,288.6887221,41.1511076,303.728
Kepler-65 e,288.6887221,41.1511076,303.728
Kepler-650 b,289.0009451,45.1542968,884.378
Kepler-651 b,287.3327284,46.2034366,509.408
Kepler-652 b,288.0080899,46.4736108,394.55
Kepler-653 b,282.2130447,46.7177898,595.634
Kepler-653 c,282.2130447,46.7177898,595.634
Kepler-654 b,297.0683931,46.8342497,974.124
Kepler-655 b,297.2590664,46.843165,752.562
Kepler-656 b,288.3278778,47.381538,890.352
Kepler-656 c,288.3278778,47.381538,890.352
Kepler-657 b,291.1973006,47.3077545,1691.88
Kepler-658 b,282.983621,47.5783897,388.384
Kepler-659 b,287.6081777,47.5096893,722.64
Kepler-66 b,293.9815378,46.687728,1202.96
Kepler-660 b,288.1382985,47.7245642,568.431
Kepler-661 b,283.7107463,47.8631748,534.788
Kepler-662 b,290.4650801,47.9291252,815.637
Kepler-663 b,297.8082232,47.9466342,1063.09
Kepler-664 b,288.7549029,48.226203,1210.12
Kepler-665 b,297.0255947,48.4785669,612.838
Kepler-666 b,298.4568899,48.7915925,1508.71
Kepler-667 b,295.5549918,49.0172956,2302.45
Kepler-668 b,285.4992845,49.2772713,784.618
Kepler-669 b,291.9361615,49.2539473,2063.41
Kepler-67 b,294.1533505,46.1663976,1131.19
Kepler-670 b,297.0154644,49.2252988,939.744
Kepler-671 b,294.2657519,49.3140933,1168.26
Kepler-672 b,291.7219993,49.4808492,1033.93
Kepler-673 b,290.7857595,50.0540561,918.21
Kepler-674 b,285.1761864,50.1496897,342.254
Kepler-675 b,293.8334488,50.2303479,665.68
Kepler-676 b,296.2220259,50.2873626,295.196
Kepler-677 b,290.0980478,50.3215731,1954.08
Kepler-678 b,295.4552577,50.4945093,1826.15
Kepler-679 b,296.0213374,50.5678019,922.244
Kepler-68 b,291.0323102,49.0402129,144.166
Kepler-68 c,291.0323102,49.0402129,144.166
Kepler-68 d,291.0323102,49.0402129,144.166
Kepler-68 e,291.0323102,49.0402129,144.166
Kepler-680 b,291.622381,50.6181793,1492.48
Kepler-681 b,289.3997364,51.2502428,686.923
Kepler-682 b,289.1122204,51.7373589,1979.25
Kepler-683 b,291.4399598,37.9056293,1023.07
Kepler-684 b,290.8704935,38.2735978,1731.27
Kepler-685 b,293.8719143,38.4229184,938.715
Kepler-686 b,285.213819,39.027466,1490.94
Kepler-687 b,289.3154576,39.1532911,633.66
Kepler-688 b,294.6552312,39.3083446,1357.75
Kepler-689 b,294.7106347,39.5216975,1131.73
Kepler-69 b,293.2609013,44.8688656,730.625
Kepler-69 c,293.2609013,44.8688656,730.625
Kepler-690 b,294.4899225,39.7714758,1665.31
Kepler-691 b,288.8117314,40.0332311,279.115
Kepler-692 b,294.7768068,40.1537027,991.336
Kepler-693 b,283.253527,40.3582155,1151.51
Kepler-694 b,291.1495269,40.4204569,1023.06
Kepler-695 b,299.3160934,40.8223815,842.947
Kepler-696 b,293.4965906,41.1375635,1416.44
Kepler-697 b,283.8643937,41.3463859,1277.33
Kepler-698 b,288.5099994,41.3017465,1995.57
Kepler-7 b,288.5814928,41.0897335,922.562
Kepler-700 b,287.154224,41.5657775,1491.76
Kepler-701 b,288.99418,41.6333125,774.152
Kepler-702 b,293.8781041,41.6617245,992.071
Kepler-703 b,299.1868586,41.742699,1156.83
Kepler-704 b,283.3163671,41.8370942,1228.83
Kepler-705 b,289.5085612,41.8120234,276.881
Kepler-707 b,290.007564,42.1164698,591.776
Kepler-708 b,293.8164588,42.2125159,1394.22
Kepler-709 b,292.105272,42.3803077,664.843
Kepler-710 b,291.9641255,42.6961308,1448.34
Kepler-711 b,297.4600468,42.8398172,624.575
Kepler-712 b,294.9096739,42.9351987,872.493
Kepler-712 c,294.9096739,42.9351987,872.493
Kepler-713 b,295.6513819,43.0297781,1089.87
Kepler-714 b,282.6994685,43.2727437,2083.37
Kepler-715 b,283.6307971,43.3793638,1327.44
Kepler-716 b,290.3931809,43.3638577,635.009
Kepler-716 c,290.3931809,43.3638577,635.009
Kepler-717 b,292.9655071,43.346345,2805.48
Kepler-718 b,299.5618676,43.5035173,1302.33
Kepler-719 b,295.5360628,43.8844116,2497.51
Kepler-720 b,298.6356478,44.1709388,1065.37
Kepler-721 b,284.4305132,44.4803776,926.598
Kepler-722 b,290.2632874,44.5564051,1239.5
Kepler-722 c,290.2632874,44.5564051,1239.5
Kepler-723 b,284.8304434,44.6580932,1071.8
Kepler-724 b,293.4548441,44.7927823,853.119
Kepler-725 b,283.9774949,44.8115613,758.469
Kepler-726 b,291.7172776,44.8873466,762.081
Kepler-727 b,294.8469333,45.0344155,831.842
Kepler-728 b,291.0923621,45.1155087,1765.23
Kepler-729 b,286.3600604,45.4142664,1921.15
Kepler-730 b,285.5547895,45.578842,1935.04
Kepler-730 c,285.5547895,45.578842,1935.04
Kepler-731 b,296.3931945,45.568533,1257.16
Kepler-732 b,283.7317274,45.9585288,174.826
Kepler-732 c,283.7317274,45.9585288,174.826
Kepler-733 b,293.0181882,45.9147063,916.706
Kepler-734 b,297.0456122,46.0273893,1157.21
Kepler-735 b,284.6888328,46.1721391,695.059
Kepler-736 b,285.3913092,46.1809293,1005.43
Kepler-737 b,291.8629793,46.4291614,205.118
Kepler-738 b,287.5696516,46.5679011,1113.65
Kepler-739 b,290.067994,46.5791535,1370.65
Kepler-74 b,293.0925275,41.3555095,1177.55
Kepler-740 b,286.4822566,46.692456,1442.02
Kepler-741 b,289.4317294,46.6174978,1661.87
Kepler-742 b,283.8659676,46.7896522,489.253
Kepler-743 b,295.57423,42.8064255,278.987
Kepler-744 b,296.4960493,47.1827848,449.964
Kepler-745 b,291.4994412,37.0592571,1780.38
Kepler-746 b,290.6822097,37.3551593,
Kepler-747 b,288.4165196,41.0298175,3347.16
Kepler-748 b,292.2628779,37.2369732,1705.99
Kepler-749 b,299.8973341,43.9040667,721.027
Kepler-75 b,291.1376203,36.5773443,835.356
Kepler-750 b,289.0968274,44.004364,1296.02
Kepler-750 c,289.0968274,44.004364,1296.02
Kepler-751 b,294.8438103,44.0776872,760.43
Kepler-752 b,292.2681469,37.955672,1232.29
Kepler-753 b,291.9032411,37.9023677,274.767
Kepler-754 b,293.2541121,37.8461519,1770.27
Kepler-755 b,296.8609348,41.0973178,399.034
Kepler-755 c,296.8609348,41.0973178,399.034
Kepler-756 b,290.6079736,41.201094,
Kepler-757 b,296.6804876,41.3865279,1068.68
Kepler-758 b,293.0846115,41.1354049,1502.32
Kepler-758 c,293.0846115,41.1354049,1502.32
Kepler-758 d,293.0846115,41.1354049,1502.32
Kepler-758 e,293.0846115,41.1354049,1502.32
Kepler-759 b,290.1314231,41.3814345,1073.48
Kepler-76 b,294.1921185,39.6189727,822.96
Kepler-760 b,287.5931997,44.1794278,792.336
Kepler-760 c,287.5931997,44.1794278,792.336
Kepler-761 b,290.503599,44.1436249,830.707
Kepler-762 b,291.2756631,47.3295107,1898.26
Kepler-763 b,292.1445534,47.1573604,962.459
Kepler-763 c,292.1445534,47.1573604,962.459
Kepler-763 d,292.1445534,47.1573604,962.459
Kepler-764 b,297.3931183,47.1645814,1047.84
Kepler-765 b,283.1846044,47.1557114,1076.28
Kepler-766 b,293.1845144,37.9698357,2297.62
Kepler-767 b,291.5791562,38.0358066,2251.03
Kepler-768 b,294.1156858,38.3934378,784.56
Kepler-769 b,292.7130925,38.3581685,1169.57
Kepler-769 c,292.7130925,38.3581685,1169.57
Kepler-77 b,289.6079433,44.3454347,639.411
Kepler-770 b,286.4904589,38.374872,930.457
Kepler-770 c,286.4904589,38.374872,930.457
Kepler-770 d,286.4904589,38.374872,930.457
Kepler-771 b,287.4441104,38.0884183,1393.85
Kepler-772 b,291.423582,38.2165603,1130.21
Kepler-773 b,290.8846217,38.0575539,547.026
Kepler-774 b,291.0318604,38.211894,917.804
Kepler-775 b,291.4332781,41.7033162,398.676
Kepler-776 b,287.2726117,41.6356009,727.904
Kepler-777 b,282.7241098,44.3465098,443.106
Kepler-778 b,287.4774867,44.2374702,938.168
Kepler-779 b,285.6285208,44.3107855,283.155
Kepler-78 b,293.7419543,44.4482521,124.376
Kepler-780 b,281.7663511,44.2924898,557.652
Kepler-781 b,287.6535874,47.4147762,1064.47
Kepler-782 b,288.868246,47.75947,446.844
Kepler-783 b,291.0628615,47.484789,516.09
Kepler-783 c,291.0628615,47.484789,516.09
Kepler-784 b,295.9206663,47.4486164,1303.72
Kepler-784 c,295.9206663,47.4486164,1303.72
Kepler-785 b,292.0683108,38.8422004,642.051
Kepler-786 b,293.7439223,38.9392217,485.318
Kepler-787 b,291.6924773,38.5729105,503.568
Kepler-788 b,290.0004154,38.5398551,1775.8
Kepler-789 b,295.9751549,38.9466396,1480.16
Kepler-79 b,300.5171067,44.3815508,1020.72
Kepler-79 c,300.5171067,44.3815508,1020.72
Kepler-79 d,300.5171067,44.3815508,1020.72
Kepler-79 e,300.5171067,44.3815508,1020.72
Kepler-790 b,286.9171489,38.8722123,703.168
Kepler-791 b,293.5958044,39.0294267,1266.34
Kepler-792 b,292.0068239,38.8207001,1425.47
Kepler-793 b,295.2167334,38.7744269,985.699
Kepler-794 b,288.1336793,38.9968923,931.192
Kepler-795 b,291.0189951,38.5455728,492.122
Kepler-796 b,287.3078999,39.1447097,817.584
Kepler-797 b,297.2089078,41.781645,1315.26
Kepler-798 b,292.4782785,42.1422821,972.274
Kepler-799 b,287.1748966,44.8784754,
Kepler-799 c,287.1748966,44.8784754,
Kepler-8 b,281.2881335,42.4510975,1021.87
Kepler-80 b,296.1125759,39.9787451,369.451
Kepler-80 c,296.1125759,39.9787451,369.451
Kepler-80 d,296.1125759,39.9787451,369.451
Kepler-80 e,296.1125759,39.9787451,369.451
Kepler-80 f,296.1125759,39.9787451,369.451
Kepler-80 g,296.1125759,39.9787451,369.451
Kepler-800 b,286.5747697,44.7951858,1019.26
Kepler-801 b,286.0751815,44.6646277,440.426
Kepler-802 b,286.0157998,45.0077413,780.585
Kepler-803 b,299.2216728,44.6939033,639.771
Kepler-804 b,293.3722109,44.7851812,649.65
Kepler-804 c,293.3722109,44.7851812,649.65
Kepler-805 b,293.2300178,45.053364,638.49
Kepler-806 b,296.0071956,44.8535698,361.896
Kepler-808 b,291.5941514,48.4454907,
Kepler-809 b,289.0836324,48.0180689,961.405
Kepler-81 b,293.6369437,42.8248275,348.291
Kepler-81 c,293.6369437,42.8248275,348.291
Kepler-81 d,293.6369437,42.8248275,348.291
Kepler-810 b,296.6148615,48.0825642,1458.59
Kepler-811 b,285.4241593,47.8345586,985.041
Kepler-812 b,288.8552821,48.208517,1482.74
Kepler-813 b,285.6626752,48.4353251,
Kepler-814 b,284.9105256,48.4315896,2055.77
Kepler-815 b,285.2211238,47.8813037,1259.28
Kepler-816 b,293.3628165,39.2124394,983.697
Kepler-817 b,296.0818498,39.161614,1484.46
Kepler-818 b,296.2351072,39.3702865,925.037
Kepler-819 b,295.3708312,39.1772925,664.306
Kepler-82 b,292.8733696,42.9661583,904.326
Kepler-82 c,292.8733696,42.9661583,904.326
Kepler-82 d,292.8733696,42.9661583,904.326
Kepler-82 e,292.8733696,42.9661583,904.326
Kepler-82 f,292.8733696,42.9661583,904.326
Kepler-820 b,291.0201523,39.2206091,1387.2
Kepler-821 b,285.6173937,39.3794684,614.571
Kepler-822 b,292.2760929,39.5501136,860.391
Kepler-823 b,284.5825682,39.2201737,1389.27
Kepler-824 b,290.477406,39.7319975,1201.4
Kepler-825 b,294.769825,39.3984081,807.85
Kepler-825 c,294.769825,39.3984081,807.85
Kepler-826 b,284.8601128,39.2405076,779.596
Kepler-827 b,294.9660027,42.7085608,2046.68
Kepler-828 b,286.8872555,42.4712271,575.322
Kepler-829 b,282.3328312,42.4638125,1073.76
Kepler-83 b,282.2325197,43.6655662,400.409
Kepler-83 c,282.2325197,43.6655662,400.409
Kepler-83 d,282.2325197,43.6655662,400.409
Kepler-830 b,295.054238,42.7568316,
Kepler-831 b,294.9855607,42.7277355,593.54
Kepler-832 b,295.9261101,45.383869,1688.12
Kepler-833 b,290.4799052,45.6005798,467.37
Kepler-834 b,287.0544674,45.1803351,633.937
Kepler-835 b,283.5742181,45.7348003,2406.33
Kepler-836 b,287.4527659,45.7043964,980.035
Kepler-837 b,285.2467607,45.95011,901.907
Kepler-838 b,285.4354695,45.975959,1104.04
Kepler-839 b,291.074684,45.242544,944.561
Kepler-84 b,298.2520208,40.4960842,1023.9
Kepler-84 c,298.2520208,40.4960842,1023.9
Kepler-84 d,298.2520208,40.4960842,1023.9
Kepler-84 e,298.2520208,40.4960842,1023.9
Kepler-84 f,298.2520208,40.4960842,1023.9
Kepler-841 b,284.2513637,48.8095962,998.961
Kepler-842 b,292.3285976,49.6535171,532.726
Kepler-843 b,296.3219786,48.9714373,1165.66
Kepler-844 b,287.8578541,48.7739646,431.776
Kepler-845 b,290.9576363,49.2037262,431.051
Kepler-846 b,287.0570731,49.0460112,1127.12
Kepler-847 b,283.5048144,49.4509371,513.103
Kepler-848 b,293.2882949,48.8116114,1378.47
Kepler-849 b,290.8517961,48.5213243,822.134
Kepler-85 b,290.9734395,45.2902761,765.025
Kepler-85 c,290.9734395,45.2902761,765.025
Kepler-85 d,290.9734395,45.2902761,765.025
Kepler-85 e,290.9734395,45.2902761,765.025
Kepler-850 b,293.0844515,48.5753645,1661.28
Kepler-851 b,294.6802199,49.1401106,839.255
Kepler-852 b,297.3915863,48.5606875,1619.03
Kepler-853 b,283.936781,49.1102748,568.676
Kepler-855 b,295.0949565,43.537565,1506.58
Kepler-856 b,289.6038379,46.3149097,1351.17
Kepler-857 b,294.6323978,43.4004526,983.502
Kepler-858 b,288.8488552,51.2090375,298.532
Kepler-859 b,286.7418337,43.1901197,839.903
Kepler-860 b,295.5772681,46.2547028,1056.36
Kepler-861 b,292.3539624,46.2262465,850.327
Kepler-862 b,297.7792466,46.4926688,1039.03
Kepler-863 b,297.6644677,43.2489903,1499.66
Kepler-864 b,285.0570943,46.3206074,2022.9
Kepler-864 c,285.0570943,46.3206074,2022.9
Kepler-865 b,297.7242257,43.5272796,586.137
Kepler-865 c,297.7242257,43.5272796,586.137
Kepler-866 b,290.1222112,43.085407,646.667
Kepler-867 b,287.2852554,51.2499499,1195.54
Kepler-868 b,282.3635315,46.6752384,1593.13
Kepler-869 b,289.4245955,50.9941198,939.455
Kepler-87 b,297.9168433,46.9651146,1232.9
Kepler-87 c,297.9168433,46.9651146,1232.9
Kepler-870 b,295.4025625,50.4785992,1259.46
Kepler-871 b,294.5270634,43.3681317,1976.05
Kepler-872 b,295.4174725,43.6056117,879.683
Kepler-873 b,296.4031319,51.2712773,1182.22
Kepler-874 b,294.9568477,43.0142991,1082.16
Kepler-875 b,297.3012497,43.1418313,1242.62
Kepler-876 b,283.4781717,43.3837235,820.913
Kepler-877 b,289.8591023,46.5227429,602.176
Kepler-878 b,285.2962562,46.6034497,791.625
Kepler-879 b,295.8065515,50.9097521,802.672
Kepler-88 d,291.1481028,40.669413,376.863
Kepler-880 b,281.9712347,43.6727839,601.324
Kepler-880 c,281.9712347,43.6727839,601.324
Kepler-881 b,288.9925529,46.6706513,1375.18
Kepler-882 b,294.6500256,43.3356106,504.605
Kepler-883 b,286.433726,50.3002266,627.455
Kepler-884 b,292.5844328,49.9232012,476.733
Kepler-885 b,288.6615682,49.7371538,651.318
Kepler-886 b,286.2717162,43.5952037,711.297
Kepler-887 b,290.0907893,39.8169085,886.588
Kepler-887 c,290.0907893,39.8169085,886.588
Kepler-888 b,295.5212866,49.7386804,420.817
Kepler-889 b,291.467454,50.7595597,598.313
Kepler-890 b,288.435718,43.7634712,1712.12
Kepler-891 b,291.0837644,40.3552252,2340.58
Kepler-892 b,283.1296399,43.8880983,570.727
Kepler-893 b,284.9630591,43.9130282,1285.59
Kepler-894 b,288.7340513,46.939363,1162.91
Kepler-895 b,289.2906978,51.4089936,540.134
Kepler-896 b,282.4391402,43.7344291,2334.93
Kepler-896 c,282.4391402,43.7344291,2334.93
Kepler-897 b,290.5867992,51.6957731,1519.25
Kepler-898 b,286.5854116,46.8708877,484.891
Kepler-899 b,297.4825612,40.6807412,1246.43
Kepler-9 b,285.5739904,38.4008192,628.257
Kepler-9 c,285.5739904,38.4008192,628.257
Kepler-9 d,285.5739904,38.4008192,628.257
Kepler-90 i,284.4334642,49.3051239,848.254
Kepler-900 b,296.177272,46.9989635,487.525
Kepler-901 b,291.1528056,40.8876814,253.867
Kepler-902 b,289.7317067,46.953875,1165.34
Kepler-903 b,288.7710137,40.6641771,1369.24
Kepler-903 c,288.7710137,40.6641771,1369.24
Kepler-904 b,288.8229001,40.38901,978.125
Kepler-905 b,290.0511468,46.7134077,529.268
Kepler-906 b,291.4055614,40.1254254,757.791
Kepler-907 b,285.4764959,41.6326615,
Kepler-908 b,295.3225434,39.3764624,290.843
Kepler-909 b,289.5063796,45.3709728,309.596
Kepler-91 b,285.6729033,44.1167513,1294.69
Kepler-910 b,296.0472937,42.7429414,400.289
Kepler-911 b,298.5891948,40.7506921,556.168
Kepler-912 b,298.1111779,41.758324,2004.72
Kepler-913 b,297.5830564,41.9523531,991.618
Kepler-913 c,297.5830564,41.9523531,991.618
Kepler-914 b,290.4120774,44.8993227,753.723
Kepler-915 b,290.5921293,45.7372184,849.036
Kepler-916 b,290.9833818,45.9733334,830.712
Kepler-917 b,299.0512562,47.9492677,3460.51
Kepler-918 b,298.2007268,48.2677925,1025.03
Kepler-919 b,298.1147862,48.4943834,1119.87
Kepler-92 b,289.0860607,41.5630224,477.992
Kepler-92 c,289.0860607,41.5630224,477.992
Kepler-92 d,289.0860607,41.5630224,477.992
Kepler-920 b,284.2969363,49.1585983,1001.68
Kepler-920 c,284.2969363,49.1585983,1001.68
Kepler-921 b,284.6162253,49.1907438,934.49
Kepler-922 b,284.7316084,49.533149,536.323
Kepler-923 b,294.1710831,40.0551372,1000.28
Kepler-924 b,290.6685136,40.3977086,1053.04
Kepler-925 b,290.1065581,40.4906242,611.115
Kepler-926 b,289.6793396,40.7004265,921.361
Kepler-927 b,289.3834807,41.3926651,831.685
Kepler-928 b,289.920676,41.5427758,508.809
Kepler-929 b,298.4811022,41.6152603,1311.23
Kepler-93 b,291.4181275,38.6723124,95.9115
Kepler-93 c,291.4181275,38.6723124,95.9115
Kepler-930 b,298.3144494,42.2473698,848.396
Kepler-931 b,297.1326937,42.7682885,
Kepler-932 b,296.9520797,43.2720233,465.612
Kepler-933 b,289.5685257,43.5385438,1017.2
Kepler-934 b,290.2884494,43.7552623,608.738
Kepler-935 b,295.0217193,46.6192011,471.782
Kepler-936 b,293.5777958,46.7362953,823.399
Kepler-937 b,294.1688142,46.7146161,1571.46
Kepler-937 c,294.1688142,46.7146161,1571.46
Kepler-938 b,294.7890593,46.9839352,1182.05
Kepler-939 b,293.8656181,47.0268148,2093.62
Kepler-94 b,281.1947316,47.4972606,191.904
Kepler-94 c,281.1947316,47.4972606,191.904
Kepler-940 b,294.2413053,47.2759642,1260.78
Kepler-941 b,294.3262617,47.2175461,1088.36
Kepler-942 b,294.9550809,44.1499518,216.354
Kepler-943 b,284.2739322,41.5349809,2300.53
Kepler-944 b,293.6012911,42.379791,1349.43
Kepler-945 b,291.2697354,42.0960305,1651.25
Kepler-946 b,300.9295551,44.028671,1137.29
Kepler-947 b,294.3667312,42.2526408,1730.78
Kepler-948 b,293.3002774,41.5233244,868.017
Kepler-949 b,298.6079128,46.45366,486.105
Kepler-949 c,298.6079128,46.45366,486.105
Kepler-95 b,284.4824281,44.397891,445.656
Kepler-950 b,287.9565768,41.1302834,2161.6
Kepler-951 b,287.7375794,38.1146488,382.509
Kepler-952 b,285.3718781,41.9938697,1304.25
Kepler-953 b,288.9716297,44.6246451,258.893
Kepler-953 c,288.9716297,44.6246451,258.893
Kepler-954 b,295.8594318,47.9396001,215.814
Kepler-955 b,288.4714969,40.2698157,550.383
Kepler-956 b,292.5308289,49.0616555,544.939
Kepler-957 b,290.1563633,48.818971,824.688
Kepler-958 b,287.2566578,46.0667247,449.773
Kepler-959 b,292.171185,40.8113849,807.729
Kepler-96 b,297.0698263,40.5252039,122.881
Kepler-960 b,281.4572217,46.7465538,284.916
Kepler-961 b,282.0354942,43.6312491,574.314
Kepler-962 b,295.3131906,46.2375024,411.486
Kepler-963 b,296.7529742,45.0411049,771.494
Kepler-964 b,295.300065,40.5565792,454.626
Kepler-965 b,298.5153169,41.8912305,582.828
Kepler-966 b,297.270576,50.1218365,1027.8
Kepler-967 b,286.5580128,38.4052418,568.546
Kepler-967 c,286.5580128,38.4052418,568.546
Kepler-968 b,285.6025889,50.1120401,290.324
Kepler-968 c,285.6025889,50.1120401,290.324
Kepler-969 b,288.3724989,47.9335642,390.354
Kepler-969 c,288.3724989,47.9335642,390.354
Kepler-97 b,287.3265292,48.6733443,400.907
Kepler-97 c,287.3265292,48.6733443,400.907
Kepler-970 b,289.6252192,40.7087351,331.545
Kepler-971 b,284.0945699,41.1828131,338.522
Kepler-972 b,295.828679,43.4254371,1198.03
Kepler-973 b,290.1653203,49.9238126,328.52
Kepler-974 b,285.0131082,40.2209547,134.311
Kepler-975 b,290.54851,38.4952415,426.088
Kepler-975 c,290.54851,38.4952415,426.088
Kepler-976 b,289.8696232,46.7296855,1012.41
Kepler-977 b,291.5161959,42.2480736,568.751
Kepler-978 b,286.7107166,43.0433585,682.522
Kepler-979 b,300.3712023,46.4081872,576.503
Kepler-98 b,285.6616933,37.9645672,350.315
Kepler-980 b,294.6129869,45.060174,961.468
Kepler-981 b,289.2489051,47.6501141,878.082
Kepler-982 b,288.4176803,46.5904531,801.479
Kepler-983 b,285.1042243,45.0080745,714.437
Kepler-984 b,296.9588566,46.3940661,460.188
Kepler-985 b,290.144339,44.0498808,679.361
Kepler-986 b,293.0940391,42.8964457,548.364
Kepler-987 b,289.4110582,46.1308443,914.126
Kepler-988 b,290.7082585,42.2372245,304.889
Kepler-989 b,281.5827983,47.2334674,491.978
Kepler-99 b,297.3539994,41.3000452,208.369
Kepler-990 b,297.9381813,46.8813194,802.163
Kepler-990 c,297.9381813,46.8813194,802.163
Kepler-991 b,297.0905543,49.6264867,389.561
Kepler-992 b,284.4304085,47.6416613,259.639
Kepler-993 b,292.6141076,44.3946644,324.423
Kepler-994 b,289.0720752,47.406918,188.158
Kepler-995 b,284.6157154,39.130998,609.638
Kepler-996 b,291.9127633,41.5335891,1216.58
Kepler-997 b,289.2333767,49.9388952,467.568
Kepler-998 b,296.7541629,49.2087085,986.364
Kepler-999 b,299.6604865,46.1984679,545.063
L 168-9 b,350.0285917,-60.0657292,25.1496
L 363-38 b,10.8555443,-41.2952926,10.2295
L 98-59 b,124.5328604,-68.3144658,10.6194
L 98-59 c,124.5328604,-68.3144658,10.6194
L 98-59 d,124.5328604,-68.3144658,10.6194
L 98-59 e,124.5328604,-68.3144658,10.6194
LHS 1140 b,11.248632,-15.2741085,14.9861
LHS 1140 c,11.248632,-15.2741085,14.9861
LHS 1478 b,44.3388743,76.5514045,18.2276
LHS 1678 b,68.1789866,-39.7908744,19.8782
LHS 1678 c,68.1789866,-39.7908744,19.8782
LHS 1678 d,68.1789866,-39.7908744,19.8782
LHS 1815 b,91.0899861,-55.3115376,29.8424
LHS 3154 b,241.6367309,40.9068221,15.7606
LHS 3844 b,340.4962038,-69.1721081,14.8846
LHS 475 b,290.2379403,-82.5597883,12.4814
LP 714-47 b,64.1902212,-12.0848643,52.616
LP 791-18 b,165.6904843,-16.4064445,26.4927
